"No.","Time","Source","Destination","Protocol","Length","Info","The RTT to ACK the segment was"
"166951","27.463056","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=49315646 Win=6761 Len=0 TSval=1915946981 TSecr=1455342245","0.003930000,0.003765000"
"167020","27.467673","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=49336256 Win=6761 Len=0 TSval=1915946985 TSecr=1455342245","0.006629000,0.006059000"
"167021","27.467719","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=49344500 Win=6761 Len=0 TSval=1915946985 TSecr=1455342245","0.005926000,0.005836000"
"167045","27.468975","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=49367858 Win=6761 Len=0 TSval=1915946987 TSecr=1455342249","0.005346000,0.004959000"
"167063","27.470361","222.29.98.58","10.1.246.45","TCP","142","5201  >  51020 [ACK] Seq=1 Ack=49389842 Win=6761 Len=0 TSval=1915946987 TSecr=1455342250","0.005488000"
"167064","27.470407","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=49425566 Win=6761 Len=0 TSval=1915946990 TSecr=1455342253","0.003905000,0.002916000"
"167082","27.471442","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=49435184 Win=6761 Len=0 TSval=1915946991 TSecr=1455342255","0.003517000,0.003252000"
"167083","27.471487","222.29.98.58","10.1.246.45","TCP","134","5201  >  51020 [ACK] Seq=1 Ack=49450298 Win=6761 Len=0 TSval=1915946991 TSecr=1455342255","0.002716000"
"167144","27.474459","222.29.98.58","10.1.246.45","TCP","142","5201  >  51020 [ACK] Seq=1 Ack=49455794 Win=6761 Len=0 TSval=1915946992 TSecr=1455342256","0.004761000"
"167145","27.474505","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=49468160 Win=6761 Len=0 TSval=1915946993 TSecr=1455342256","0.004456000,0.004359000"
"167183","27.476341","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=49481900 Win=6761 Len=0 TSval=1915946995 TSecr=1455342259","0.002913000,0.002683000"
"167187","27.477889","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=49494266 Win=6761 Len=0 TSval=1915946995 TSecr=1455342259","0.003919000,0.003700000"
"167188","27.477936","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=49509380 Win=6761 Len=0 TSval=1915946997 TSecr=1455342260","0.003001000,0.002868000"
"167217","27.481770","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=49523120 Win=6761 Len=0 TSval=1915946998 TSecr=1455342260","0.006432000,0.006176000"
"167218","27.481816","222.29.98.58","10.1.246.45","TCP","134","5201  >  51020 [ACK] Seq=1 Ack=49532738 Win=6761 Len=0 TSval=1915946998 TSecr=1455342260","0.005861000"
"167283","27.486876","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=49540982 Win=6761 Len=0 TSval=1915947006 TSecr=1455342269","0.010713000,0.002796000"
"167284","27.486923","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=49561592 Win=6761 Len=0 TSval=1915947007 TSecr=1455342269","0.002345000,0.001801000"
"167328","27.491404","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=49578080 Win=6761 Len=0 TSval=1915947008 TSecr=1455342272","0.005876000,0.005631000"
"167329","27.491449","222.29.98.58","10.1.246.45","TCP","134","5201  >  51020 [ACK] Seq=1 Ack=49583576 Win=6761 Len=0 TSval=1915947009 TSecr=1455342272","0.005476000"
"167354","27.493042","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=49601438 Win=6761 Len=0 TSval=1915947010 TSecr=1455342274","0.005734000,0.005487000"
"167355","27.493087","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=49612430 Win=6761 Len=0 TSval=1915947010 TSecr=1455342274","0.005272000,0.005136000"
"167356","27.493133","222.29.98.58","10.1.246.45","TCP","134","5201  >  51020 [ACK] Seq=1 Ack=49619300 Win=6761 Len=0 TSval=1915947011 TSecr=1455342274","0.004929000"
"167420","27.496276","222.29.98.58","10.1.246.45","TCP","142","5201  >  51020 [ACK] Seq=1 Ack=49631666 Win=6761 Len=0 TSval=1915947014 TSecr=1455342274","0.004226000"
"167421","27.496321","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=49646780 Win=6761 Len=0 TSval=1915947015 TSecr=1455342276","0.003999000,0.003640000"
"167437","27.497152","222.29.98.58","10.1.246.45","TCP","134","5201  >  51020 [ACK] Seq=1 Ack=49653650 Win=6761 Len=0 TSval=1915947016 TSecr=1455342280","0.003706000"
"167481","27.499447","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=49683878 Win=6761 Len=0 TSval=1915947018 TSecr=1455342280","0.005063000,0.002858000"
"167510","27.500840","222.29.98.58","10.1.246.45","TCP","134","5201  >  51020 [ACK] Seq=1 Ack=49694870 Win=6761 Len=0 TSval=1915947018 TSecr=1455342280","0.003879000"
"167525","27.501567","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=49719602 Win=6761 Len=0 TSval=1915947020 TSecr=1455342282","0.004084000,0.003431000"
"167547","27.502628","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=49726472 Win=6761 Len=0 TSval=1915947022 TSecr=1455342283","0.004356000,0.004261000"
"167548","27.502672","222.29.98.58","10.1.246.45","TCP","134","5201  >  51020 [ACK] Seq=1 Ack=49742960 Win=6761 Len=0 TSval=1915947022 TSecr=1455342283","0.002348000"
"167570","27.505250","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=49762196 Win=6761 Len=0 TSval=1915947024 TSecr=1455342288","0.004317000,0.003335000"
"167576","27.507779","222.29.98.58","10.1.246.45","TCP","134","5201  >  51020 [ACK] Seq=1 Ack=49773188 Win=6761 Len=0 TSval=1915947025 TSecr=1455342288","0.005512000"
"167622","27.509984","222.29.98.58","10.1.246.45","TCP","134","5201  >  51020 [ACK] Seq=1 Ack=49777310 Win=6761 Len=0 TSval=1915947027 TSecr=1455342288","0.004940000"
"167728","27.516679","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=49836392 Win=6761 Len=0 TSval=1915947032 TSecr=1455342295","0.007382000,0.006870000"
"167729","27.516724","222.29.98.58","10.1.246.45","TCP","134","5201  >  51020 [ACK] Seq=1 Ack=49841888 Win=6761 Len=0 TSval=1915947034 TSecr=1455342295","0.005984000"
"167735","27.517289","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=49880360 Win=6761 Len=0 TSval=1915947034 TSecr=1455342297","0.005766000,0.005185000"
"167736","27.517334","222.29.98.58","10.1.246.45","TCP","142","5201  >  51020 [ACK] Seq=1 Ack=49891352 Win=6761 Len=0 TSval=1915947035 TSecr=1455342297","0.004343000"
"167737","27.517379","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=49906466 Win=6761 Len=0 TSval=1915947037 TSecr=1455342300","0.003162000,0.002893000"
"167755","27.518307","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=49925702 Win=6761 Len=0 TSval=1915947038 TSecr=1455342302","0.003200000,0.002665000"
"167806","27.522340","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=49949060 Win=6761 Len=0 TSval=1915947039 TSecr=1455342302","0.006293000,0.005502000"
"167807","27.522386","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=49966922 Win=6761 Len=0 TSval=1915947041 TSecr=1455342304","0.004601000,0.004285000"
"167841","27.524588","222.29.98.58","10.1.246.45","TCP","142","5201  >  51020 [ACK] Seq=1 Ack=49975166 Win=6761 Len=0 TSval=1915947041 TSecr=1455342304","0.005632000"
"167842","27.524633","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=49987532 Win=6761 Len=0 TSval=1915947045 TSecr=1455342305","0.005334000,0.004479000"
"167859","27.526036","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=50002646 Win=6761 Len=0 TSval=1915947046 TSecr=1455342310","0.003088000,0.002854000"
"168036","27.539006","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=50116688 Win=6761 Len=0 TSval=1915947056 TSecr=1455342317","0.008440000,0.006233000"
"168061","27.540747","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=50152412 Win=6761 Len=0 TSval=1915947058 TSecr=1455342322","0.005690000,0.005527000"
"168062","27.540795","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=50159282 Win=6761 Len=0 TSval=1915947059 TSecr=1455342322","0.005440000,0.005352000"
"168063","27.540841","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=50170274 Win=6761 Len=0 TSval=1915947059 TSecr=1455342322","0.004943000,0.004787000"
"168064","27.540886","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=50186762 Win=6761 Len=0 TSval=1915947060 TSecr=1455342324","0.003508000,0.003308000"
"168086","27.542010","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=50200502 Win=6761 Len=0 TSval=1915947060 TSecr=1455342324","0.004016000,0.003925000"
"168087","27.542054","222.29.98.58","10.1.246.45","TCP","142","5201  >  51020 [ACK] Seq=1 Ack=50205998 Win=6761 Len=0 TSval=1915947061 TSecr=1455342324","0.003766000"
"168088","27.542098","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=50223860 Win=6761 Len=0 TSval=1915947062 TSecr=1455342326","0.002499000,0.002228000"
"168122","27.544678","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=50238974 Win=6761 Len=0 TSval=1915947064 TSecr=1455342327","0.004424000,0.003431000"
"168139","27.546252","222.29.98.58","10.1.246.45","TCP","134","5201  >  51020 [ACK] Seq=1 Ack=50247218 Win=6761 Len=0 TSval=1915947064 TSecr=1455342327","0.004448000"
"168143","27.548241","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=50265080 Win=6761 Len=0 TSval=1915947066 TSecr=1455342329","0.005205000,0.004869000"
"168144","27.548335","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=50280194 Win=6761 Len=0 TSval=1915947066 TSecr=1455342331","0.004828000,0.003944000"
"168145","27.548389","222.29.98.58","10.1.246.45","TCP","142","5201  >  51020 [ACK] Seq=1 Ack=50282942 Win=6761 Len=0 TSval=1915947067 TSecr=1455342331","0.003903000"
"168230","27.554138","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=50299430 Win=6761 Len=0 TSval=1915947072 TSecr=1455342331","0.008730000"
"168231","27.554183","222.29.98.58","10.1.246.45","TCP","134","5201  >  51020 [ACK] Seq=1 Ack=50313170 Win=6761 Len=0 TSval=1915947073 TSecr=1455342332","0.008183000"
"168348","27.569329","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=50350268 Win=6761 Len=0 TSval=1915947074 TSecr=1455342339","0.019393000,0.017610000"
"168349","27.569376","222.29.98.58","10.1.246.45","TCP","142","5201  >  51020 [ACK] Seq=1 Ack=50365382 Win=6761 Len=0 TSval=1915947075 TSecr=1455342339","0.016836000"
"168350","27.569421","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=50398358 Win=6761 Len=0 TSval=1915947076 TSecr=1455342340","0.016561000,0.015534000"
"168351","27.569466","222.29.98.58","10.1.246.45","TCP","142","5201  >  51020 [ACK] Seq=1 Ack=50406602 Win=6761 Len=0 TSval=1915947077 TSecr=1455342340","0.014940000"
"168352","27.569512","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=50424464 Win=6761 Len=0 TSval=1915947080 TSecr=1455342342","0.014266000,0.014018000"
"168369","27.573954","222.29.98.58","10.1.246.45","TCP","142","5201  >  51020 [ACK] Seq=1 Ack=50431334 Win=6761 Len=0 TSval=1915947080 TSecr=1455342342","0.017655000"
"168370","27.573999","222.29.98.58","10.1.246.45","TCP","134","5201  >  51020 [ACK] Seq=1 Ack=50442326 Win=6761 Len=0 TSval=1915947086 TSecr=1455342345","0.015253000"
"168429","27.579419","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=50472554 Win=6761 Len=0 TSval=1915947100 TSecr=1455342363","0.003270000,0.002298000"
"168440","27.580335","222.29.98.58","10.1.246.45","TCP","134","5201  >  51020 [ACK] Seq=1 Ack=50480798 Win=6761 Len=0 TSval=1915947100 TSecr=1455342364","0.002456000"
"168456","27.581772","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=50494538 Win=6761 Len=0 TSval=1915947101 TSecr=1455342365","0.003148000,0.002583000"
"168473","27.582941","222.29.98.58","10.1.246.45","TCP","134","5201  >  51020 [ACK] Seq=1 Ack=50502782 Win=6761 Len=0 TSval=1915947102 TSecr=1455342366","0.002892000"
"168527","27.587904","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=50515148 Win=6761 Len=0 TSval=1915947104 TSecr=1455342368","0.006945000,0.006446000"
"168528","27.587949","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=50533010 Win=6761 Len=0 TSval=1915947106 TSecr=1455342369","0.005284000,0.004343000"
"168529","27.587995","222.29.98.58","10.1.246.45","TCP","134","5201  >  51020 [ACK] Seq=1 Ack=50538506 Win=6761 Len=0 TSval=1915947106 TSecr=1455342370","0.004212000"
"168577","27.593287","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=50563238 Win=6761 Len=0 TSval=1915947108 TSecr=1455342370","0.008200000,0.007670000"
"168584","27.594648","222.29.98.58","10.1.246.45","TCP","142","5201  >  51020 [ACK] Seq=1 Ack=50579726 Win=6761 Len=0 TSval=1915947110 TSecr=1455342371","0.007524000"
"168585","27.594692","222.29.98.58","10.1.246.45","TCP","134","5201  >  51020 [ACK] Seq=1 Ack=50586596 Win=6761 Len=0 TSval=1915947110 TSecr=1455342373","0.007071000"
"168716","27.601540","222.29.98.58","10.1.246.45","TCP","142","5201  >  51020 [ACK] Seq=1 Ack=50590718 Win=6761 Len=0 TSval=1915947118 TSecr=1455342375","0.013219000"
"168717","27.601590","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=50616824 Win=6761 Len=0 TSval=1915947119 TSecr=1455342375","0.011929000,0.010996000"
"168718","27.601638","222.29.98.58","10.1.246.45","TCP","134","5201  >  51020 [ACK] Seq=1 Ack=50623694 Win=6761 Len=0 TSval=1915947120 TSecr=1455342384","0.003151000"
"168744","27.603016","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=50631938 Win=6761 Len=0 TSval=1915947121 TSecr=1455342384","0.004347000,0.004257000"
"168863","27.616119","222.29.98.58","10.1.246.45","TCP","134","5201  >  51020 [ACK] Seq=1 Ack=50634686 Win=6761 Len=0 TSval=1915947130 TSecr=1455342385","0.017083000"
"168898","27.620987","222.29.98.58","10.1.246.45","TCP","134","5201  >  51020 [ACK] Seq=1 Ack=50637434 Win=6761 Len=0 TSval=1915947140 TSecr=1455342385","0.021861000"
"169073","27.652817","222.29.98.58","10.1.246.45","TCP","134","5201  >  51020 [ACK] Seq=1 Ack=50652548 Win=6761 Len=0 TSval=1915947172 TSecr=1455342385","0.053111000"
"169131","27.657621","222.29.98.58","10.1.246.45","TCP","134","5201  >  51020 [ACK] Seq=1 Ack=50663540 Win=6761 Len=0 TSval=1915947174 TSecr=1455342409","0.006674000"
"169143","27.658641","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=50680028 Win=6761 Len=0 TSval=1915947177 TSecr=1455342440","0.005109000,0.004927000"
"169190","27.661890","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=50695142 Win=6761 Len=0 TSval=1915947179 TSecr=1455342444","0.006594000,0.004482000"
"169191","27.661935","222.29.98.58","10.1.246.45","TCP","134","5201  >  51020 [ACK] Seq=1 Ack=50704760 Win=6761 Len=0 TSval=1915947180 TSecr=1455342444","0.003472000"
"169214","27.665317","222.29.98.58","10.1.246.45","TCP","142","5201  >  51020 [ACK] Seq=1 Ack=50715752 Win=6761 Len=0 TSval=1915947183 TSecr=1455342445","0.005236000"
"169215","27.665363","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=50733614 Win=6761 Len=0 TSval=1915947185 TSecr=1455342449","0.003229000,0.002698000"
"169245","27.668299","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=50752850 Win=6761 Len=0 TSval=1915947189 TSecr=1455342450","0.002389000,0.001284000"
"169328","27.675124","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=50766590 Win=6761 Len=0 TSval=1915947191 TSecr=1455342456","0.007211000,0.006365000"
"169329","27.675171","222.29.98.58","10.1.246.45","TCP","134","5201  >  51020 [ACK] Seq=1 Ack=50773460 Win=6761 Len=0 TSval=1915947191 TSecr=1455342456","0.006158000"
"169390","27.679288","222.29.98.58","10.1.246.45","TCP","142","5201  >  51020 [ACK] Seq=1 Ack=50792696 Win=6761 Len=0 TSval=1915947196 TSecr=1455342456","0.007447000"
"169391","27.679334","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=50807810 Win=6761 Len=0 TSval=1915947198 TSecr=1455342462","0.003160000,0.002878000"
"169392","27.679382","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=50822924 Win=6761 Len=0 TSval=1915947199 TSecr=1455342462","0.002578000,0.002157000"
"169444","27.682771","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=50847656 Win=6761 Len=0 TSval=1915947201 TSecr=1455342464","0.004119000,0.003668000"
"169474","27.686804","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=50865518 Win=6761 Len=0 TSval=1915947206 TSecr=1455342466","0.006782000,0.006513000"
"169499","27.688129","222.29.98.58","10.1.246.45","TCP","134","5201  >  51020 [ACK] Seq=1 Ack=50883380 Win=6761 Len=0 TSval=1915947207 TSecr=1455342466","0.006683000"
"169543","27.691361","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=50916356 Win=6761 Len=0 TSval=1915947211 TSecr=1455342472","0.004952000,0.003462000"
"169564","27.692974","222.29.98.58","10.1.246.45","TCP","134","5201  >  51020 [ACK] Seq=1 Ack=50921852 Win=6761 Len=0 TSval=1915947212 TSecr=1455342476","0.004244000"
"169620","27.698396","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=50928722 Win=6761 Len=0 TSval=1915947214 TSecr=1455342476","0.009497000,0.009403000"
"169621","27.698442","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=50936966 Win=6761 Len=0 TSval=1915947215 TSecr=1455342476","0.009233000,0.009064000"
"169622","27.698487","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=50947958 Win=6761 Len=0 TSval=1915947215 TSecr=1455342476","0.008887000,0.008403000"
"169623","27.698532","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=50958950 Win=6761 Len=0 TSval=1915947215 TSecr=1455342476","0.008104000,0.008010000"
"169654","27.700072","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=50972690 Win=6761 Len=0 TSval=1915947219 TSecr=1455342480","0.003878000,0.003611000"
"170196","27.745629","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=51321686 Win=6761 Len=0 TSval=1915947265 TSecr=1455342529","0.003049000,0.002957000"
"170235","27.747577","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=51335426 Win=6761 Len=0 TSval=1915947267 TSecr=1455342530","0.004520000,0.003448000"
"170398","27.755644","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=51349166 Win=6761 Len=0 TSval=1915947267 TSecr=1455342530","0.011132000,0.010973000"
"170399","27.755690","222.29.98.58","10.1.246.45","TCP","142","5201  >  51020 [ACK] Seq=1 Ack=51365654 Win=6761 Len=0 TSval=1915947268 TSecr=1455342530","0.010448000"
"170400","27.755737","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=51395882 Win=6761 Len=0 TSval=1915947270 TSecr=1455342530","0.010406000,0.007081000"
"170401","27.755785","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=51413744 Win=6761 Len=0 TSval=1915947272 TSecr=1455342535","0.006143000,0.005828000"
"170402","27.755839","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=51439850 Win=6761 Len=0 TSval=1915947272 TSecr=1455342535","0.004742000,0.004436000"
"170429","27.757139","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=51468704 Win=6761 Len=0 TSval=1915947275 TSecr=1455342537","0.004306000,0.003209000"
"170451","27.758295","222.29.98.58","10.1.246.45","TCP","142","5201  >  51020 [ACK] Seq=1 Ack=51475574 Win=6761 Len=0 TSval=1915947276 TSecr=1455342540","0.002989000"
"170452","27.758340","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=51497558 Win=6761 Len=0 TSval=1915947278 TSecr=1455342541","0.002161000,0.001553000"
"170515","27.761211","222.29.98.58","10.1.246.45","TCP","142","5201  >  51020 [ACK] Seq=1 Ack=51504428 Win=6761 Len=0 TSval=1915947280 TSecr=1455342544","0.002558000"
"170516","27.761256","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=51538778 Win=6761 Len=0 TSval=1915947281 TSecr=1455342544","0.001592000,0.001415000"
"170898","27.792259","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=51839684 Win=6761 Len=0 TSval=1915947311 TSecr=1455342572","0.005510000,0.005260000"
"171112","27.805896","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=51885026 Win=6761 Len=0 TSval=1915947324 TSecr=1455342576","0.012273000,0.012184000"
"171113","27.805940","222.29.98.58","10.1.246.45","TCP","134","5201  >  51020 [ACK] Seq=1 Ack=51900140 Win=6761 Len=0 TSval=1915947325 TSecr=1455342589","0.003338000"
"171128","27.806943","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=51913880 Win=6761 Len=0 TSval=1915947326 TSecr=1455342589","0.003765000,0.003428000"
"171129","27.806988","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=51926246 Win=6761 Len=0 TSval=1915947326 TSecr=1455342590","0.003223000,0.002933000"
"171130","27.807034","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=51938612 Win=6761 Len=0 TSval=1915947327 TSecr=1455342591","0.002758000,0.002448000"
"171131","27.807079","222.29.98.58","10.1.246.45","TCP","142","5201  >  51020 [ACK] Seq=1 Ack=51946856 Win=6761 Len=0 TSval=1915947327 TSecr=1455342591","0.002190000"
"171132","27.807126","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=51956474 Win=6761 Len=0 TSval=1915947328 TSecr=1455342591","0.002054000,0.001834000"
"171138","27.807962","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=51968840 Win=6761 Len=0 TSval=1915947328 TSecr=1455342591","0.002583000,0.002247000"
"171292","27.815998","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=51997694 Win=6761 Len=0 TSval=1915947335 TSecr=1455342593","0.009896000,0.006780000"
"171293","27.816045","222.29.98.58","10.1.246.45","TCP","134","5201  >  51020 [ACK] Seq=1 Ack=52004564 Win=6761 Len=0 TSval=1915947335 TSecr=1455342595","0.006133000"
"171297","27.816255","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=52032044 Win=6761 Len=0 TSval=1915947336 TSecr=1455342600","0.005087000,0.001330000"
"171326","27.817598","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=52055402 Win=6761 Len=0 TSval=1915947337 TSecr=1455342600","0.002444000,0.001869000"
"171410","27.821769","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=52095248 Win=6761 Len=0 TSval=1915947340 TSecr=1455342604","0.004349000,0.003907000"
"171491","27.825804","222.29.98.58","10.1.246.45","TCP","134","5201  >  51020 [ACK] Seq=1 Ack=52103492 Win=6761 Len=0 TSval=1915947340 TSecr=1455342604","0.007638000"
"171495","27.825982","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=52121354 Win=6761 Len=0 TSval=1915947342 TSecr=1455342605","0.005719000,0.005575000"
"171496","27.826027","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=52135094 Win=6761 Len=0 TSval=1915947343 TSecr=1455342605","0.005386000,0.005150000"
"171497","27.826072","222.29.98.58","10.1.246.45","TCP","232","5201  >  51020 [ACK] Seq=1 Ack=52147460 Win=6761 Len=0 TSval=1915947343 TSecr=1455342605","0.004767000,0.004630000"
"171498","27.826117","222.29.98.58","10.1.246.45","TCP","134","5201  >  51020 [ACK] Seq=1 Ack=52163948 Win=6761 Len=0 TSval=1915947344 TSecr=1455342605","0.002868000"
"171530","27.827610","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=52177688 Win=6761 Len=0 TSval=1915947346 TSecr=1455342607","0.003775000,0.003643000"
"171564","27.829147","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=52192802 Win=6761 Len=0 TSval=1915947348 TSecr=1455342611","0.002187000,0.001982000"
"171595","27.830697","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=52206542 Win=6761 Len=0 TSval=1915947350 TSecr=1455342611","0.004359000,0.004136000"
"171635","27.833258","222.29.98.58","10.1.246.45","TCP","224","5201  >  51020 [ACK] Seq=1 Ack=52240892 Win=6761 Len=0 TSval=1915947350 TSecr=1455342614","0.005825000,0.004335000"
"171643","27.835013","222.29.98.58","10.1.246.45","TCP","134","5201  >  51020 [ACK] Seq=1 Ack=52253258 Win=6761 Len=0 TSval=1915947352 TSecr=1455342615","0.005394000"
